NACA 0010 Airfoil M=0.0% P=0.0% T=10.0%
  1.000000 -0.000000
  0.996057  0.000476
  0.984292  0.001883
  0.964888  0.004158
  0.938153  0.007202
  0.904508  0.010892
  0.864484  0.015088
  0.818712  0.019641
  0.767913  0.024399
  0.712890  0.029207
  0.654508  0.033905
  0.593691  0.038327
  0.531395  0.042295
  0.468605  0.045625
  0.406309  0.048129
  0.345492  0.049631
  0.287110  0.049976
  0.232087  0.049052
  0.181288  0.046799
  0.135516  0.043218
  0.095492  0.038374
  0.061847  0.032382
  0.035112  0.025394
  0.015708  0.017573
  0.003943  0.009070
  0.000000  0.000000
  0.003943 -0.009070
  0.015708 -0.017573
  0.035112 -0.025394
  0.061847 -0.032382
  0.095492 -0.038374
  0.135516 -0.043218
  0.181288 -0.046799
  0.232087 -0.049052
  0.287110 -0.049976
  0.345492 -0.049631
  0.406309 -0.048129
  0.468605 -0.045625
  0.531395 -0.042295
  0.593691 -0.038327
  0.654508 -0.033905
  0.712890 -0.029207
  0.767913 -0.024399
  0.818712 -0.019641
  0.864484 -0.015088
  0.904508 -0.010892
  0.938153 -0.007202
  0.964888 -0.004158
  0.984292 -0.001883
  0.996057 -0.000476
  1.000000  0.000000
