NACA 2430 Airfoil
0.000000 0.000000
-0.000370 0.014113
0.001372 0.028022
0.005236 0.041694
0.011224 0.055077
0.019326 0.068107
0.029525 0.080712
0.041791 0.092806
0.056085 0.104303
0.072355 0.115111
0.090540 0.125138
0.110564 0.134298
0.132343 0.142509
0.155781 0.149699
0.180769 0.155806
0.207192 0.160783
0.234923 0.164594
0.263829 0.167220
0.293769 0.168656
0.324600 0.168911
0.356170 0.168009
0.388329 0.165986
0.420521 0.162921
0.452792 0.158978
0.485230 0.154237
0.517696 0.148771
0.550049 0.142656
0.582153 0.135971
0.613872 0.128795
0.645076 0.121208
0.675634 0.113289
0.705422 0.105117
0.734319 0.096770
0.762209 0.088326
0.788981 0.079861
0.814530 0.071453
0.838755 0.063178
0.861564 0.055114
0.882869 0.047336
0.902590 0.039919
0.920653 0.032938
0.936993 0.026464
0.951549 0.020565
0.964269 0.015307
0.975108 0.010749
0.984028 0.006943
0.990998 0.003933
0.995993 0.001757
0.998997 0.000441
1.000000 -0.000000
1.000000 -0.000000
0.998948 -0.000304
0.995797 -0.001212
0.990561 -0.002713
0.983267 -0.004792
0.973948 -0.007425
0.962648 -0.010584
0.949420 -0.014236
0.934326 -0.018345
0.917435 -0.022872
0.898824 -0.027775
0.878577 -0.033013
0.856786 -0.038541
0.833546 -0.044315
0.808960 -0.050290
0.783135 -0.056421
0.756183 -0.062661
0.728219 -0.068963
0.699361 -0.075277
0.669731 -0.081551
0.639452 -0.087730
0.608648 -0.093754
0.577447 -0.099563
0.545974 -0.105090
0.514356 -0.110267
0.482718 -0.115021
0.451185 -0.119279
0.419879 -0.122966
0.389151 -0.126018
0.359302 -0.128456
0.330035 -0.130232
0.301447 -0.131277
0.273633 -0.131528
0.246685 -0.130930
0.220691 -0.129438
0.195741 -0.127015
0.171918 -0.123641
0.149307 -0.119302
0.127990 -0.113999
0.108047 -0.107744
0.089557 -0.100558
0.072597 -0.092470
0.057240 -0.083516
0.043559 -0.073737
0.031618 -0.063175
0.021481 -0.051873
0.013205 -0.039871
0.006838 -0.027206
0.002425 -0.013907
0.000000 0.000000
